Fecha (America/El_Salvador);Temperatura interior (°C);Temperatura (°C);Sensación térmica (°C);Punto de rocío interior (°C);Punto de rocío (°C);Índice de calor interior (°C);Índice de calor (°C);Humedad interior (%);Humedad (%);Ráfaga máxima de viento (m/s);Velocidad media del viento (m/s);Dirección media del viento (°);Presión atmosférica (hPa);Lluvia (mm);Evapotranspiración (mm);Intensidad de lluvia (mm/h);Radiación solar (W/m²);Índice UV;
2025-01-01 00:00:00;;;;;;;;;;;;;;;;;;;;
2025-01-01 00:10:00;;23,7;;;23,5;;23,7;;99;;0;90;1.013,9;0;;0;0;0;
2025-01-01 00:20:00;;;;;;;;;;;;;;;;;;;;
2025-01-01 00:30:00;;23,5;;;23,3;;23,5;;99;;0,1;84;1.013,9;0;;0;0;0;
2025-01-01 00:40:00;;;;;;;;;;;;;;;;;;;;
2025-01-01 00:50:00;;23,4;;;23,2;;23,4;;99;;0,2;85;1.013,9;0;;0;0;0;
